method_id,method_name,N,gang_count,worker_count,set,run,delaylength,outerreps,exec_time_us
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,1,71,0,10.450000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,1,5042,0,76.500000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,1,4,0,9.250000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,2,0,9.050000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,71,0,10.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,17,0,9.700000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,472,0,15.800000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,5042,0,76.400000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,28,0,9.800000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,44,0,9.950000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,1218,0,25.950000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,4,0,9.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,1955,0,35.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,183,0,11.850000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,7,0,9.450000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,758,0,19.900000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,1,0,9.100000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,3140,0,51.850000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,8096,0,116.800000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,3,0,9.100000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,114,0,10.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,11,0,9.250000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,2,294,0,13.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,1,0,9.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,17,0,9.450000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,294,0,13.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,5042,0,76.400000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,114,0,10.800000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,28,0,9.550000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,1218,0,26.100000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,2,0,9.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,3,0,9.050000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,4,0,9.200000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,758,0,19.950000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,11,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,44,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,472,0,15.450000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,7,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,1955,0,35.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,71,0,10.100000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,183,0,11.700000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,8096,0,116.950000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,3,3140,0,51.400000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,472,0,15.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,71,0,10.500000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,1,0,9.300000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,11,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,4,0,9.250000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,3140,0,51.300000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,28,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,1218,0,26.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,2,0,9.250000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,183,0,11.700000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,5042,0,76.550000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,114,0,10.650000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,3,0,9.150000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,44,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,758,0,19.950000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,8096,0,116.750000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,1955,0,35.900000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,294,0,13.100000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,7,0,9.450000000
11,"parallel worker loop num_gangs + num_workers",2,132,32,1,4,17,0,9.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,7,0,10.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,114,0,13.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,3,0,9.500000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,17,0,10.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,44,0,10.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,294,0,17.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,3140,0,93.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,4,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,1955,0,62.200000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,183,0,15.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,8096,0,224.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,758,0,30.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,71,0,11.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,2,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,11,0,9.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,28,0,10.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,5042,0,143.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,1218,0,42.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,0,472,0,22.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,4,0,9.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,17,0,10.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,28,0,10.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,11,0,9.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,3140,0,93.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,2,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,758,0,30.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,1218,0,42.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,44,0,10.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,71,0,11.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,114,0,12.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,294,0,18.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,7,0,10.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,183,0,14.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,8096,0,224.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,472,0,22.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,1955,0,61.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,3,0,9.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,1,5042,0,143.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,3,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,44,0,10.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,1,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,183,0,15.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,294,0,18.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,5042,0,143.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,8096,0,224.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,2,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,114,0,12.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,71,0,11.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,1955,0,62.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,17,0,10.150000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,472,0,22.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,11,0,9.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,1218,0,42.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,4,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,3140,0,93.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,758,0,30.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,2,28,0,10.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,11,0,9.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,4,0,9.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,5042,0,143.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,183,0,14.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,17,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,3,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,28,0,10.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,1218,0,42.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,114,0,12.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,758,0,30.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,1955,0,61.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,472,0,22.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,44,0,10.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,3140,0,93.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,8096,0,224.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,71,0,11.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,1,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,2,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,3,294,0,18.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,3,0,9.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,8096,0,224.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,1,0,9.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,28,0,10.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,17,0,10.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,5042,0,143.200000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,114,0,12.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,44,0,10.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,2,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,294,0,17.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,758,0,30.500000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,183,0,14.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,4,0,9.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,1218,0,42.250000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,71,0,11.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,1955,0,62.250000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,11,0,10.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,472,0,22.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,0,4,3140,0,93.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,2,0,9.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,4,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,472,0,22.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,3140,0,93.150000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,183,0,14.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,28,0,10.500000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,71,0,11.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,1218,0,42.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,294,0,18.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,1955,0,62.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,758,0,30.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,114,0,12.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,11,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,3,0,9.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,8096,0,224.150000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,44,0,10.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,17,0,10.150000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,0,5042,0,143.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,758,0,30.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,3,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,3140,0,93.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,1955,0,62.150000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,44,0,10.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,17,0,10.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,294,0,17.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,28,0,10.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,114,0,12.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,2,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,7,0,10.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,183,0,14.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,8096,0,224.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,11,0,10.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,1,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,1218,0,42.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,472,0,23.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,71,0,11.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,5042,0,143.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,1,4,0,9.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,2,0,9.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,71,0,11.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,17,0,10.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,472,0,22.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,5042,0,143.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,28,0,10.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,44,0,10.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,1218,0,42.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,4,0,9.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,1955,0,61.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,183,0,14.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,758,0,30.650000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,3140,0,93.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,8096,0,224.200000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,3,0,9.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,114,0,12.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,11,0,9.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,2,294,0,18.100000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,17,0,10.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,294,0,17.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,5042,0,143.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,114,0,12.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,28,0,10.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,1218,0,42.450000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,2,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,3,0,9.500000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,4,0,9.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,758,0,30.400000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,11,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,44,0,10.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,472,0,22.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,7,0,10.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,1955,0,62.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,71,0,11.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,183,0,14.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,8096,0,223.950000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,3,3140,0,93.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,472,0,22.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,71,0,11.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,1,0,9.350000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,11,0,9.850000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,4,0,9.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,3140,0,93.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,28,0,10.500000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,1218,0,42.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,2,0,9.550000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,183,0,14.700000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,5042,0,143.300000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,114,0,12.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,3,0,9.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,44,0,10.750000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,758,0,30.600000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,8096,0,224.050000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,1955,0,62.000000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,294,0,17.800000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,7,0,9.900000000
11,"parallel worker loop num_gangs + num_workers",4,132,32,1,4,17,0,10.150000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,7,0,10.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,114,0,17.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,3,0,10.500000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,17,0,11.400000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,1,0,10.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,44,0,12.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,294,0,26.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,3140,0,177.250000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,4,0,10.750000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,1955,0,114.550000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,183,0,20.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,8096,0,438.450000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,758,0,51.500000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,71,0,14.550000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,2,0,10.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,11,0,10.950000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,28,0,11.950000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,5042,0,277.550000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,1218,0,75.450000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,0,472,0,36.150000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,4,0,10.850000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,1,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,17,0,11.600000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,28,0,11.950000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,11,0,11.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,3140,0,176.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,2,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,758,0,51.400000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,1218,0,76.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,44,0,12.700000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,71,0,14.500000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,114,0,17.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,294,0,27.150000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,7,0,10.950000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,183,0,20.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,8096,0,438.800000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,472,0,36.350000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,1955,0,114.700000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,3,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,1,5042,0,277.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,3,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,44,0,12.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,1,0,10.250000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,183,0,20.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,294,0,26.700000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,5042,0,277.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,7,0,10.800000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,8096,0,439.050000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,2,0,10.350000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,114,0,17.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,71,0,14.450000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,1955,0,114.650000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,17,0,11.400000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,472,0,36.050000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,11,0,11.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,1218,0,75.400000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,4,0,10.600000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,3140,0,176.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,758,0,51.300000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,2,28,0,12.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,11,0,11.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,4,0,10.750000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,5042,0,277.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,183,0,21.000000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,17,0,11.600000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,3,0,10.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,28,0,12.100000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,1218,0,75.500000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,114,0,17.200000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,758,0,51.400000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,1955,0,114.350000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,472,0,36.050000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,7,0,10.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,44,0,12.900000000
11,"parallel worker loop num_gangs + num_workers",8,132,32,0,3,3140,0,177.050000000
